Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,Year,HOA,Open,Link
218000,215430,212000,223000,,711 Keystone Park Dr #77,3,3,1290,169,1,1742,Sqft,2011,154,,https://www.movoto.com/home/711-keystone-park-dr-apt-77-morrisville-nc-27560-413_2340359
239500,241164,227000,269000,,203 Canyon Lake Cir,3,3,1386,173,13,1742,Sqft,2001,101,,https://www.movoto.com/home/203-canyon-lake-cir-morrisville-nc-27560-413_2338345
239900,279433,240000,288000,,1113 Hamlet Park Dr,3,3,1463,164,54,1742,Sqft,2003,132,,https://www.movoto.com/home/1113-hamlet-park-dr-morrisville-nc-27560-413_2326964
275000,280560,265000,292000,,508 Berlin Way,3,3,1680,164,19,3049,Sqft,2002,100,,https://www.movoto.com/home/508-berlin-way-morrisville-nc-27560-413_2337001
308000,380457,308000,395000,4000,112 Plank Bridge Way,4,3,2013,,,,,,,,https://www.movoto.com/home/112-plank-bridge-way-morrisville-nc-27560-413_2333345
326300,362862,327000,416000,,1042 Myers Point Dr,4,4,2122,154,141,1830,Sqft,2020,130,,https://www.movoto.com/home/1042-myers-point-dr-morrisville-nc-27560-413_2313587
326900,384082,327000,416000,,1050 Myers Point Dr,4,4,2122,154,68,1830,Sqft,2020,130,,https://www.movoto.com/home/1050-myers-point-dr-morrisville-nc-27560-413_2327340
334000,430716,334000,480000,10000,311 Mainline Station Dr,4,4,2761,121,41,5750,Sqft,2010,35,,https://www.movoto.com/home/311-mainline-station-dr-morrisville-nc-27560-413_2332681
344100,372951,336000,427000,,486 Church St,4,4,2181,,,,,,,,https://www.movoto.com/home/486-church-st-morrisville-nc-27560-413_2313388
345000,,346000,349000,14000,1421 Hopedale Dr #44,3,3,1763,,,,,,,,https://www.movoto.com/home/1421-hopedale-dr-apt-44-morrisville-nc-27560-413_2329936
345500,372951,336000,427000,2000,492 Church St,3,4,2181,158,186,2091,Sqft,2020,130,,https://www.movoto.com/home/492-church-st-morrisville-nc-27560-413_2304867
345900,360510,346000,371000,12000,1328 Hopedale Dr #17,3,3,1830,189,29,2526,Sqft,2020,90,,https://www.movoto.com/home/1328-hopedale-dr-apt-17-morrisville-nc-27560-413_2335055
345900,344176,332000,356000,8000,1324 Hopedale Dr #18,3,3,1756,197,29,2526,Sqft,2020,90,,https://www.movoto.com/home/1324-hopedale-dr-apt-18-morrisville-nc-27560-413_2335035
345900,347311,333000,358000,4000,1332 Hopedale Dr #16,3,3,1763,196,29,2526,Sqft,2020,90,,https://www.movoto.com/home/1332-hopedale-dr-apt-16-morrisville-nc-27560-413_2335031
345900,344176,332000,356000,4000,1336 Hopedale Dr #15,3,3,1756,197,29,2526,Sqft,2020,90,,https://www.movoto.com/home/1336-hopedale-dr-apt-15-morrisville-nc-27560-413_2334978
348000,372951,336000,427000,2000,508 Church St,3,4,2181,160,208,2091,Sqft,2020,130,,https://www.movoto.com/home/508-church-st-morrisville-nc-27560-413_2300890
349900,354816,349000,362000,4000,1013 Urbana Dr #29,3,3,1848,,,,,,,,https://www.movoto.com/home/1013-urbana-dr-apt-29-morrisville-nc-27560-413_2339209
349900,351360,346000,359000,5000,1009 Urbana Dr #28,3,3,1830,,,,,,,,https://www.movoto.com/home/1009-urbana-dr-apt-28-morrisville-nc-27560-413_2339138
349900,349074,346000,358000,,1005 Urbana Dr #27,3,3,1763,198,8,2526,Sqft,2020,90,,https://www.movoto.com/home/1005-urbana-dr-apt-27-morrisville-nc-27560-413_2339114
353100,401166,354000,460000,,490 Church St,4,4,2346,151,142,2091,Sqft,2020,130,,https://www.movoto.com/home/490-church-st-morrisville-nc-27560-413_2313407
356000,401166,357000,460000,,488 Church St,4,4,2346,,,,,,,,https://www.movoto.com/home/488-church-st-morrisville-nc-27560-413_2313397
359900,365736,353000,379000,10000,1320 Hopedale Dr #19,3,3,1866,,,,,,,,https://www.movoto.com/home/1320-hopedale-dr-apt-19-morrisville-nc-27560-413_2335061
359900,345150,335000,359000,8000,1400 Hopedale Dr #14,3,3,1770,203,29,2526,Sqft,2020,90,,https://www.movoto.com/home/1400-hopedale-dr-apt-14-morrisville-nc-27560-413_2334973
359900,401166,359000,460000,2000,506 Church St,4,4,2346,153,207,2047,Sqft,2020,130,,https://www.movoto.com/home/506-church-st-morrisville-nc-27560-413_2300959
360900,403568,360000,449000,3000,494 Church St,3,4,2293,157,186,2614,Sqft,2020,130,,https://www.movoto.com/home/494-church-st-morrisville-nc-27560-413_2304852
364900,358272,353000,366000,4000,1017 Urbana Dr #30,3,3,1866,196,7,2526,Sqft,2020,90,,https://www.movoto.com/home/1017-urbana-dr-apt-30-morrisville-nc-27560-413_2339221
364900,358272,353000,366000,3000,1001 Urbana Dr #26,3,3,1866,,,,,,,,https://www.movoto.com/home/1001-urbana-dr-apt-26-morrisville-nc-27560-413_2339095
365000,395516,342000,436000,20000,1405 Hopedale Dr #48,3,4,2222,164,47,2265,Sqft,2020,90,,https://www.movoto.com/home/1405-hopedale-dr-apt-48-morrisville-nc-27560-413_2331498
374900,,339000,435000,15000,1025 Urbana Dr #32,3,3,2217,169,69,2788,Sqft,2020,90,,https://www.movoto.com/home/1025-urbana-dr-apt-32-morrisville-nc-27560-413_2327033
376000,,364000,435000,23000,1029 Urbana Dr #33,3,4,2217,170,126,2570,Sqft,2020,90,,https://www.movoto.com/home/1029-urbana-dr-apt-33-morrisville-nc-27560-413_2316105
379500,395304,358000,428000,,1021 Lakebrink Dr,3,3,2184,174,25,3049,Sqft,2018,108,,https://www.movoto.com/home/1021-lakebrink-dr-morrisville-nc-27560-413_2336062
394800,436140,395000,472000,100,154 Grande Dr,3,3,2423,163,7,2178,Sqft,2002,205,,https://www.movoto.com/home/154-grande-dr-morrisville-nc-27560-413_2327168
440000,520338,440000,558000,10000,400 Star Magnolia Dr,4,3,2859,154,47,6098,Sqft,2006,57,,https://www.movoto.com/home/400-star-magnolia-dr-morrisville-nc-27560-413_2328907
444000,,370000,536000,6000,6325 Kit Creek Rd,4,3,3060,145,42,6098,Sqft,2005,70,,https://www.movoto.com/home/6325-kit-creek-rd-morrisville-nc-27560-413_2332227
450000,380490,353000,450000,,176 Cotten Dr,3,3,2306,,,,,,,,https://www.movoto.com/home/176-cotten-dr-morrisville-nc-27560-413_2338542
450000,392020,353000,450000,15000,172 Cotten Dr,4,4,2306,195,110,3920,Sqft,2021,125,,https://www.movoto.com/home/172-cotten-dr-morrisville-nc-27560-413_2319420
475000,471975,415000,526000,1000,140 Cotten Dr,4,4,2697,176,103,5663,Sqft,2020,125,,https://www.movoto.com/home/140-cotten-dr-morrisville-nc-27560-413_2320708
475000,479675,422000,534000,14000,206 Cotten Dr,4,4,2741,,,,,,,,https://www.movoto.com/home/206-cotten-dr-morrisville-nc-27560-413_2299475
