Year,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Days,Lot,Unit,HOA,Open,Link
1998,210000,,197000,232000,,201 Virens Dr,3,3,1452,145,4,1307,Sqft,81,,https://www.movoto.com/home/201-virens-dr-cary-nc-27511-413_2339668
,315000,,278000,344000,,1616 Burnley Dr,4,3,1738,,,,,,,https://www.movoto.com/home/1616-burnley-dr-cary-nc-27511-413_2339621
,319000,294294,274000,324000,,1126 Manchester Dr,4,3,2002,,,,,,,https://www.movoto.com/home/1126-manchester-dr-cary-nc-27511-413_2257545
1989,335000,359996,335000,385000,,911 Balmoral Dr,3,3,2093,160,8,0.28,Acres,0,,https://www.movoto.com/home/911-balmoral-dr-cary-nc-27511-413_2338798
1984,227000,271350,228000,348000,1000,107 Clancy Cir,3,3,1675,136,16,3920,Sqft,361,,https://www.movoto.com/home/107-clancy-cir-cary-nc-27511-413_2241220
1978,335000,355696,331000,381000,10000,291 High Meadow Dr,3,2,2068,162,34,0.27,Acres,28,,https://www.movoto.com/home/291-high-meadow-dr-cary-nc-27511-413_2333554
1976,315000,263608,254000,314000,,1607 Dunblane Ct,4,2,1588,198,17,0.29,Acres,0,,https://www.movoto.com/home/1607-dunblane-ct-cary-nc-27511-413_2337121
1974,350000,347516,309000,433000,,1119 Ralph Dr,4,3,2132,164,116,0.55,Acres,0,,https://www.movoto.com/home/1119-ralph-dr-cary-nc-27511-pid_5qsy43b5jh
1973,345000,363717,340000,425000,15000,1304 Lake Pine Dr,4,2,2127,162,62,0.33,Acres,0,,https://www.movoto.com/home/1304-lake-pine-dr-cary-nc-27511-413_2328019
1969,325000,419313,325000,474000,12000,607 SE Maynard Rd,6,3,2369,137,66,0.33,Acres,0,,https://www.movoto.com/home/607-se-maynard-rd-cary-nc-27511-413_2327346
,382500,313920,296000,382000,5000,110 Prestwick Pl,3,3,2180,,,,,,,https://www.movoto.com/home/110-prestwick-pl-cary-nc-27511-413_2261077
