Days,Price,Est.,Min.,Max.,Reduced,Address,Bed,Bath,Size,Value,Lot,Unit,Year,HOA,Open,Link
2,469900,455469,385000,509000,,101 Weatherly Pl,4,3,2829,166,0.43,Acres,1992,27,Open 8/29,https://www.movoto.com/home/101-weatherly-pl-cary-nc-27518-413_2339053
6,480000,498451,475000,551000,,108 Glenrose Ln,4,3,3301,145,0.27,Acres,1990,51,,https://www.movoto.com/home/108-glenrose-ln-cary-nc-27518-413_2338528
7,415000,462553,414000,537000,,112 Felspar Way,4,3,2873,144,0.27,Acres,1997,57,,https://www.movoto.com/home/112-felspar-way-cary-nc-27518-pid_85ly43b5jh
,459900,,337000,459000,,108 Buckden Pl,4,3,2552,,,,,,,https://www.movoto.com/home/108-buckden-pl-cary-nc-27518-413_2337918
18,370000,405240,371000,442000,,100 Royce Dr,4,3,2456,151,0.53,Acres,1994,16,,https://www.movoto.com/home/100-royce-dr-cary-nc-27518-413_2211163
20,444900,457320,420000,516000,,105 Aspen Hollow Ct,4,3,3090,144,0.31,Acres,1997,0,,https://www.movoto.com/home/105-aspen-hollow-ct-cary-nc-27518-413_2320329
21,430000,,399000,582000,,920 Bentbury Way,5,3,3002,143,6534,Sqft,2010,65,,https://www.movoto.com/home/920-bentbury-way-cary-nc-27518-413_2215229
27,399300,417440,342000,548000,5000,201 E Wind Ln,3,3,2609,153,4792,Sqft,1985,301,,https://www.movoto.com/home/201-e-wind-ln-cary-nc-27518-413_2305406
,375000,,288000,375000,,126 Talon Dr,3,3,2003,,,,,,,https://www.movoto.com/home/126-talon-dr-cary-nc-27518-413_2318750
35,475000,521520,475000,579000,,613 Churton Pl,3,3,2120,224,6273,Sqft,2020,180,,https://www.movoto.com/home/613-churton-pl-cary-nc-27518-413_2332808
39,459900,403104,387000,460000,17000,813 Churton Pl,3,2,1824,252,5009,Sqft,2020,180,,https://www.movoto.com/home/813-churton-pl-cary-nc-27518-413_2331958
48,409000,496000,409000,558000,,103 Jaslie Dr,4,3,3100,132,0.36,Acres,1998,51,,https://www.movoto.com/home/103-jaslie-dr-cary-nc-27518-413_2250425
,459900,471699,444000,515000,8000,106 Scots Fir Ln,4,3,3083,,,,,,,https://www.movoto.com/home/106-scots-fir-ln-cary-nc-27518-pid_ceqy43b5jh
63,489000,550836,487000,600000,10000,1018 Regency Cottage Pl,4,4,3531,138,6229,Sqft,2016,260,,https://www.movoto.com/home/1018-regency-cottage-pl-cary-nc-27518-413_2327142
,415000,343091,307000,416000,15000,310 Canon Gate Dr,4,3,2131,,,,,,,https://www.movoto.com/home/310-canon-gate-dr-cary-nc-27518-413_2295981
107,409900,387144,360000,428000,10000,805 Churton Pl,3,3,1698,241,3049,Sqft,2020,180,,https://www.movoto.com/home/805-churton-pl-cary-nc-27539-413_2318575
107,465000,521118,465000,561000,,809 Churton Pl,3,3,2227,209,4792,Sqft,2020,180,,https://www.movoto.com/home/809-churton-pl-cary-nc-27539-413_2318565
107,439900,424992,395000,470000,4000,801 Churton Pl,3,3,1864,236,5227,Sqft,2020,180,,https://www.movoto.com/home/801-churton-pl-cary-nc-27539-413_2318560
170,465000,416160,375000,465000,4000,1016 Regency Cottage Pl,4,3,2720,171,5663,Sqft,2018,265,,https://www.movoto.com/home/1016-regency-cottage-pl-cary-nc-27518-413_2198538
171,299900,187072,179000,300000,,2601 Pink Acres St,3,2,1184,253,0.59,Acres,1960,0,,https://www.movoto.com/home/2601-pink-acres-st-cary-nc-27518-413_2306811
227,495000,384800,346000,494000,50000,109 Putney Dr,4,3,2600,190,8015,Sqft,2021,40,,https://www.movoto.com/home/109-putney-dr-cary-nc-27518-413_2296285
259,500000,479668,447000,499000,30000,926 Regency Cottage Pl #LOT 117,4,4,3241,154,4356,Sqft,2020,265,,https://www.movoto.com/home/926-regency-cottage-pl-lot-117-cary-nc-27518-413_2292478
